Date,Close
6/29/2010 16:00:00,1.59
6/30/2010 16:00:00,1.59
7/1/2010 16:00:00,1.46
7/2/2010 16:00:00,1.28
7/6/2010 16:00:00,1.07
7/7/2010 16:00:00,1.05
7/8/2010 16:00:00,1.16
7/9/2010 16:00:00,1.16
7/12/2010 16:00:00,1.14
7/13/2010 16:00:00,1.21
7/14/2010 16:00:00,1.32
7/15/2010 16:00:00,1.33
7/16/2010 16:00:00,1.38
7/19/2010 16:00:00,1.46
7/20/2010 16:00:00,1.35
7/21/2010 16:00:00,1.35
7/22/2010 16:00:00,1.4
7/23/2010 16:00:00,1.42
7/26/2010 16:00:00,1.4
7/27/2010 16:00:00,1.37
7/28/2010 16:00:00,1.38
7/29/2010 16:00:00,1.36
7/30/2010 16:00:00,1.33
8/2/2010 16:00:00,1.39
8/3/2010 16:00:00,1.46
8/4/2010 16:00:00,1.42
8/5/2010 16:00:00,1.36
8/6/2010 16:00:00,1.31
8/9/2010 16:00:00,1.31
8/10/2010 16:00:00,1.27
8/11/2010 16:00:00,1.19
8/12/2010 16:00:00,1.17
8/13/2010 16:00:00,1.22
8/16/2010 16:00:00,1.25
8/17/2010 16:00:00,1.28
8/18/2010 16:00:00,1.25
8/19/2010 16:00:00,1.25
8/20/2010 16:00:00,1.27
8/23/2010 16:00:00,1.34
8/24/2010 16:00:00,1.28
8/25/2010 16:00:00,1.33
8/26/2010 16:00:00,1.32
8/27/2010 16:00:00,1.31
8/30/2010 16:00:00,1.32
8/31/2010 16:00:00,1.3
9/1/2010 16:00:00,1.36
9/2/2010 16:00:00,1.4
9/3/2010 16:00:00,1.4
9/7/2010 16:00:00,1.37
9/8/2010 16:00:00,1.39
9/9/2010 16:00:00,1.38
9/10/2010 16:00:00,1.34
9/13/2010 16:00:00,1.38
9/14/2010 16:00:00,1.41
9/15/2010 16:00:00,1.47
9/16/2010 16:00:00,1.4
9/17/2010 16:00:00,1.35
9/20/2010 16:00:00,1.4
9/21/2010 16:00:00,1.38
9/22/2010 16:00:00,1.32
9/23/2010 16:00:00,1.3
9/24/2010 16:00:00,1.34
9/27/2010 16:00:00,1.37
9/28/2010 16:00:00,1.43
9/29/2010 16:00:00,1.47
9/30/2010 16:00:00,1.36
10/1/2010 16:00:00,1.37
10/4/2010 16:00:00,1.4
10/5/2010 16:00:00,1.41
10/6/2010 16:00:00,1.36
10/7/2010 16:00:00,1.36
10/8/2010 16:00:00,1.36
10/11/2010 16:00:00,1.35
10/12/2010 16:00:00,1.35
10/13/2010 16:00:00,1.37
10/14/2010 16:00:00,1.38
10/15/2010 16:00:00,1.37
10/18/2010 16:00:00,1.35
10/19/2010 16:00:00,1.34
10/20/2010 16:00:00,1.38
10/21/2010 16:00:00,1.38
10/22/2010 16:00:00,1.38
10/25/2010 16:00:00,1.39
