Date,Close
2020-01-02 00:00:00-05:00,209.78
2020-01-03 00:00:00-05:00,208.51
2020-01-06 00:00:00-05:00,212.5855
2020-01-07 00:00:00-05:00,213.05
2020-01-08 00:00:00-05:00,215.3
2020-01-09 00:00:00-05:00,218.31
2020-01-10 00:00:00-05:00,218.07
2020-01-13 00:00:00-05:00,221.96
2020-01-14 00:00:00-05:00,219.06
2020-01-15 00:00:00-05:00,221.21
2020-01-16 00:00:00-05:00,221.86
2020-01-17 00:00:00-05:00,222.13
2020-01-21 00:00:00-05:00,221.47
2020-01-22 00:00:00-05:00,221.29
2020-01-23 00:00:00-05:00,219.67
2020-01-24 00:00:00-05:00,217.929
2020-01-27 00:00:00-05:00,214.87
2020-01-28 00:00:00-05:00,217.79
2020-01-29 00:00:00-05:00,223.31
2020-01-30 00:00:00-05:00,209.58
2020-01-31 00:00:00-05:00,201.89
2020-02-03 00:00:00-05:00,204.19
2020-02-04 00:00:00-05:00,209.87
2020-02-05 00:00:00-05:00,210.23
2020-02-06 00:00:00-05:00,210.87
2020-02-07 00:00:00-05:00,212.34
2020-02-10 00:00:00-05:00,213.1
2020-02-11 00:00:00-05:00,207.15
2020-02-12 00:00:00-05:00,210.755
2020-02-13 00:00:00-05:00,213.12
2020-02-14 00:00:00-05:00,214.18
2020-02-18 00:00:00-05:00,217.76
2020-02-19 00:00:00-05:00,217.5
2020-02-20 00:00:00-05:00,214.58
2020-02-21 00:00:00-05:00,210.16
2020-02-24 00:00:00-05:00,200.73
2020-02-25 00:00:00-05:00,196.64
2020-02-26 00:00:00-05:00,197.18
2020-02-27 00:00:00-05:00,189.69
2020-02-28 00:00:00-05:00,192.74
2020-03-02 00:00:00-05:00,196.54
2020-03-03 00:00:00-05:00,185.89
2020-03-04 00:00:00-05:00,191.79
2020-03-05 00:00:00-05:00,185.02
2020-03-06 00:00:00-05:00,181.11
2020-03-09 00:00:00-04:00,168.6
2020-03-10 00:00:00-04:00,178.19
2020-03-11 00:00:00-04:00,170.22
2020-03-12 00:00:00-04:00,154.46
2020-03-13 00:00:00-04:00,170.62
2020-03-16 00:00:00-04:00,145.96
2020-03-17 00:00:00-04:00,149.42
2020-03-18 00:00:00-04:00,147.05
2020-03-19 00:00:00-04:00,153.03
2020-03-20 00:00:00-04:00,149.73
2020-03-23 00:00:00-04:00,147.8
2020-03-24 00:00:00-04:00,161.22
2020-03-25 00:00:00-04:00,156.16
2020-03-26 00:00:00-04:00,163.35
2020-03-27 00:00:00-04:00,156.77
2020-03-30 00:00:00-04:00,165.85
2020-03-31 00:00:00-04:00,166.79
2020-04-01 00:00:00-04:00,159.6
2020-04-02 00:00:00-04:00,158.2
2020-04-03 00:00:00-04:00,154.19
2020-04-06 00:00:00-04:00,165.55
2020-04-07 00:00:00-04:00,168.83
2020-04-08 00:00:00-04:00,174.28
2020-04-09 00:00:00-04:00,175.2
2020-04-13 00:00:00-04:00,174.79
2020-04-14 00:00:00-04:00,178.14
2020-04-15 00:00:00-04:00,176.91
2020-04-16 00:00:00-04:00,176.28
2020-04-17 00:00:00-04:00,179.25
2020-04-20 00:00:00-04:00,178.26
2020-04-21 00:00:00-04:00,170.67
2020-04-22 00:00:00-04:00,182.96
2020-04-23 00:00:00-04:00,185.15
2020-04-24 00:00:00-04:00,190.1
2020-04-27 00:00:00-04:00,187.54
2020-04-28 00:00:00-04:00,182.86
2020-04-29 00:00:00-04:00,193.99
2020-04-30 00:00:00-04:00,204.71
2020-05-01 00:00:00-04:00,202.28
2020-05-04 00:00:00-04:00,205.24
2020-05-05 00:00:00-04:00,207.08
2020-05-06 00:00:00-04:00,208.46
2020-05-07 00:00:00-04:00,211.3
2020-05-08 00:00:00-04:00,212.35
2020-05-11 00:00:00-04:00,213.18
2020-05-12 00:00:00-04:00,210.02
2020-05-13 00:00:00-04:00,205.14
2020-05-14 00:00:00-04:00,206.85
2020-05-15 00:00:00-04:00,211.04
2020-05-18 00:00:00-04:00,213.21
2020-05-19 00:00:00-04:00,216.88
2020-05-20 00:00:00-04:00,229.95
2020-05-21 00:00:00-04:00,231.37
